SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,248 Myrtle St,San Francisco,CA,94109,875000,2,,San Francisco,975,3828,1900,1,897,461,Active,,,http://www.redfin.com/CA/San-Francisco/248-Myrtle-St-94109/home/1491675,San Francisco MLS,421544867,N,Y,37.7852487,-122.4221514
MLS Listing,,Single Family Residential,4353 17th St,San Francisco,CA,94114,899000,1,1.0,San Francisco,685,1123,1909,1,1312,,Active,,,http://www.redfin.com/CA/San-Francisco/4353-17th-St-94114/home/1299551,San Francisco MLS,421544792,N,Y,37.7619358,-122.4417445
MLS Listing,,Condo/Co-op,1268 Dolores St,SAN FRANCISCO,CA,94110,1389000,2,2.0,SAN FRANCISCO,1267,2473,2012,2,1096,232,Active,,,http://www.redfin.com/CA/San-Francisco/1268-Dolores-St-94110/home/40454946,MLSListings,ML81841792,N,Y,37.7490964,-122.4252083
MLS Listing,,Condo/Co-op,109 South Lake Merced Hls Unit 3C,San Francisco,CA,94132,849000,2,2.0,San Francisco,1247,15336,1975,2,681,906,Active,,,http://www.redfin.com/CA/San-Francisco/109-S-Lake-Merced-Hls-94132/unit-3C/home/928576,San Francisco MLS,421544323,N,Y,37.7100088,-122.4836353
MLS Listing,,Single Family Residential,1324 20th St,San Francisco,CA,94107,1295000,2,1.0,San Francisco,1000,1646,1925,4,1295,,Active,,,http://www.redfin.com/CA/San-Francisco/1324-20th-St-94107/home/1662764,San Francisco MLS,421543012,N,Y,37.7602596,-122.3948918
MLS Listing,,Condo/Co-op,1 Baker St Unit 4A,SAN FRANCISCO,CA,94117,1348998,2,2.0,SAN FRANCISCO,1337,,1982,11,1009,875,Active,,,http://www.redfin.com/CA/San-Francisco/1-Baker-St-94117/unit-4A/home/598282,MLSListings,ML81840303,N,Y,37.770968,-122.4407319
MLS Listing,,Multi-Family (2-4 Unit),82 Landers St,San Francisco,CA,94114,2395000,3,3.0,San Francisco,2117,3125,1903,36,1131,,Active,,,http://www.redfin.com/CA/San-Francisco/82-Landers-St-94114/home/1093547,San Francisco MLS,421532622,N,Y,37.7665349,-122.4280219
MLS Listing,,Single Family Residential,542 Rhode Island St,San Francisco,CA,94107,2398000,3,2.0,San Francisco,,2500,1938,38,,,Active,,,http://www.redfin.com/CA/San-Francisco/542-Rhode-Island-St-94107/home/727244,San Francisco MLS,421531300,N,Y,37.7628828,-122.4026251
MLS Listing,,Condo/Co-op,5800 3Rd St #1211,San Francisco,CA,94124,680000,1,1.0,Portola District,817,,2010,73,832,432,Active,,,http://www.redfin.com/CA/San-Francisco/5800-3rd-St-94124/unit-1211/home/40625857,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40938478,N,Y,37.7253452,-122.3948096
MLS Listing,,Condo/Co-op,855 Folsom St #510,San Francisco,CA,94107,930000,1,1.5,San Francisco,1030,55687,2001,76,903,722,Active,,,http://www.redfin.com/CA/San-Francisco/855-Folsom-St-94107/unit-510/home/12398153,San Francisco MLS,421520348,N,Y,37.7808956,-122.4019503
MLS Listing,,Condo/Co-op,1635 California St #24,San Francisco,CA,94109,1000000,2,2.0,San Francisco,915,,2005,108,1093,639,Active,,,http://www.redfin.com/CA/San-Francisco/1635-California-St-94109/unit-24/home/12277015,San Francisco MLS,511753,N,Y,37.7901978,-122.4213309
Redfin Data,,Single Family Residential,1403 Hudson Ave,San Francisco,CA,94124,1998000,4,2.5,San Francisco,3282,3424,2007,4,609,,Pre On-Market,,,http://www.redfin.com/CA/San-Francisco/1403-Hudson-Ave-94124/home/21967406,Coming Soon,70188,N,Y,37.737751,-122.384753
MLS Listing,,Single Family Residential,480 Kansas St,San Francisco,CA,94107,2099000,3,2.0,San Francisco,,2500,1930,1,,,Active,,,http://www.redfin.com/CA/San-Francisco/480-Kansas-St-94107/home/729102,San Francisco MLS,421544915,N,Y,37.7637961,-122.4037425
MLS Listing,,Condo/Co-op,1177 California St #622,San Francisco,CA,94108,649000,0,1.0,San Francisco,535,,1978,1,1213,1019,Active,,,http://www.redfin.com/CA/San-Francisco/1177-California-St-94108/unit-622/home/998555,San Francisco MLS,421544673,N,Y,37.7913209,-122.4137552
MLS Listing,,Condo/Co-op,950 Tennessee St #212,San Francisco,CA,94107,2043000,3,2.5,San Francisco,1414,,2020,1,1445,764,Active,,,http://www.redfin.com/CA/San-Francisco/950-Tennessee-St-94107/unit-212/home/175051133,San Francisco MLS,421544910,N,Y,37.7596747,-122.3898245
MLS Listing,,Single Family Residential,2440 14th Ave,San Francisco,CA,94116,2395000,4,2.5,San Francisco,3053,3600,1929,1,784,,Active,,,http://www.redfin.com/CA/San-Francisco/2440-14th-Ave-94116/home/661126,San Francisco MLS,421539225,N,Y,37.7425443,-122.4698386
MLS Listing,,Condo/Co-op,950 Tennessee St #119,San Francisco,CA,94107,645000,0,1.0,San Francisco,472,,2020,1,1367,436,Active,,,http://www.redfin.com/CA/San-Francisco/950-Tennessee-St-94107/unit-119/home/174673039,San Francisco MLS,421544900,N,Y,37.7596747,-122.3898245
MLS Listing,,Condo/Co-op,765 Market St Unit 33G,San Francisco,CA,94103,3150000,2,2.5,San Francisco,1761,60150,2001,1,1789,2744,Active,,,http://www.redfin.com/CA/San-Francisco/765-Market-St-94103/unit-33G/home/867939,San Francisco MLS,421539780,N,Y,37.786097,-122.4041629
MLS Listing,,Single Family Residential,6038 - 6040 Geary Blvd,San Francisco,CA,94121,1395000,4,1.5,San Francisco,3340,2495,1904,1,418,,Active,,,http://www.redfin.com/CA/San-Francisco/6038-Geary-Blvd-94121/home/173439047,San Francisco MLS,421538934,N,Y,37.7804168,-122.4843958
MLS Listing,,Single Family Residential,2387 Bay St,San Francisco,CA,94123,2495000,3,2.0,San Francisco,1890,1459,1954,1,1320,,Active,,,http://www.redfin.com/CA/San-Francisco/2387-Bay-St-94123/home/1288834,San Francisco MLS,421544665,N,Y,37.8013235,-122.4462069
MLS Listing,,Single Family Residential,825 Duncan St,San Francisco,CA,94131,2900000,4,3.0,San Francisco,1975,3645,1956,1,1468,,Active,,,http://www.redfin.com/CA/San-Francisco/825-Duncan-St-94131/home/1497403,San Francisco MLS,421544586,N,Y,37.7452658,-122.438637
MLS Listing,,Condo/Co-op,993 Tennessee St #7,San Francisco,CA,94107,1550000,2,2.5,San Francisco,1899,5675,2003,1,816,884,Active,,,http://www.redfin.com/CA/San-Francisco/993-Tennessee-St-94107/unit-7/home/870215,San Francisco MLS,421532424,N,Y,37.7596924,-122.3891607
MLS Listing,,Condo/Co-op,28 Parker Ave #302,San Francisco,CA,94118,1100000,2,2.0,San Francisco,,5510,1929,1,,555,Active,,,http://www.redfin.com/CA/San-Francisco/28-Parker-Ave-94118/unit-302/home/40260250,San Francisco MLS,421542518,N,Y,37.7856589,-122.454398
MLS Listing,,Vacant Land,1298 Potrero Ave,San Francisco,CA,94110,1450000,0,,San Francisco,,2674,,1,,,Active,,,http://www.redfin.com/CA/San-Francisco/1298-Potrero-Ave-94110/home/175050449,San Francisco MLS,421543727,N,Y,37.7514918,-122.4064307
MLS Listing,,Condo/Co-op,338 Potrero Ave #601,San Francisco,CA,94103,298906,1,1.0,San Francisco,671,11250,2017,1,445,634,Active,,,http://www.redfin.com/CA/San-Francisco/338-Potrero-Ave-94103/unit-601/home/125805874,San Francisco MLS,421544814,N,Y,37.7651556,-122.4077002
MLS Listing,,Condo/Co-op,1001 17th St #402,San Francisco,CA,94107,1250000,2,2.5,San Francisco,1240,9426,2016,1,1008,613,Active,,,http://www.redfin.com/CA/San-Francisco/1001-17th-St-94107/unit-402/home/104013408,San Francisco MLS,421536114,N,Y,37.7650727,-122.3940731
MLS Listing,,Condo/Co-op,57 Woodward St Unit A,San Francisco,CA,94110,719000,2,1.0,San Francisco,892,3972,1907,1,806,341,Active,,,http://www.redfin.com/CA/San-Francisco/57-Woodward-St-94103/unit-A/home/39977707,San Francisco MLS,421544783,N,Y,37.7690337,-122.4207489
MLS Listing,,Single Family Residential,209 South Hl,San Francisco,CA,94112,995000,2,1.0,San Francisco,1364,4499,1927,1,729,,Active,,,http://www.redfin.com/CA/San-Francisco/209-S-Hill-Blvd-94112/home/793588,San Francisco MLS,421542439,N,Y,37.71011,-122.4303341
MLS Listing,,Condo/Co-op,930 Pine St #301,San Francisco,CA,94108,790000,1,1.0,San Francisco,,,1973,1,,591,Active,,,http://www.redfin.com/CA/San-Francisco/930-Pine-St-94108/unit-301/home/1374165,San Francisco MLS,421544782,N,Y,37.7909799,-122.4111726
MLS Listing,,Condo/Co-op,5800 3rd St #1202,San Francisco,CA,94124,739000,2,2.0,San Francisco,1077,,2010,1,686,470,Active,,,http://www.redfin.com/CA/San-Francisco/5800-3rd-St-94124/unit-1202/home/40626094,San Francisco MLS,421542988,N,Y,37.7253452,-122.3948096
MLS Listing,,Multi-Family (5+ Unit),2261 - 2265 Market St,San Francisco,CA,94114,3395000,4,4.0,San Francisco,5967,3497,1900,1,569,,Active,,,http://www.redfin.com/CA/San-Francisco/2261-Market-St-94114/home/28890955,San Francisco MLS,421544103,N,Y,37.7647186,-122.4319401
MLS Listing,,Condo/Co-op,454 Lake St,San Francisco,CA,94118,1575000,2,1.0,San Francisco,,2184,1912,1,,610,Active,,,http://www.redfin.com/CA/San-Francisco/454-Lake-St-94118/home/1899361,San Francisco MLS,421543309,N,Y,37.786906,-122.464544
MLS Listing,,Single Family Residential,3625 Jackson St,San Francisco,CA,94118,7995000,6,5.0,San Francisco,4260,3227,1922,1,1877,,Active,,,http://www.redfin.com/CA/San-Francisco/3625-Jackson-St-94118/home/2035999,San Francisco MLS,421539068,N,Y,37.7897346,-122.4545749
MLS Listing,,Condo/Co-op,530 Noe St #530,San Francisco,CA,94114,1200000,2,2.0,San Francisco,,,,1,,,Active,,,http://www.redfin.com/CA/San-Francisco/530-Noe-St-94114/unit-530/home/175049104,San Francisco MLS,421540638,N,Y,37.7604177,-122.4329323
MLS Listing,,Condo/Co-op,530 Noe St Unit A,San Francisco,CA,94114,850000,0,1.0,San Francisco,,,,1,,,Active,,,http://www.redfin.com/CA/San-Francisco/530-Noe-St-94114/unit-A/home/175049086,San Francisco MLS,421542116,N,Y,37.7604177,-122.4329323
MLS Listing,,Condo/Co-op,528 Noe St #528,San Francisco,CA,94114,1550000,2,2.0,San Francisco,,,,1,,,Active,,,http://www.redfin.com/CA/San-Francisco/528-Noe-St-94114/unit-528/home/175049053,San Francisco MLS,421540619,N,Y,37.7604,-122.433091
MLS Listing,,Multi-Family (2-4 Unit),46-52 Dearborn St,SAN FRANCISCO,CA,94110,1988000,8,4.0,SAN FRANCISCO,4272,3092,1907,1,465,,Active,,,http://www.redfin.com/CA/San-Francisco/46-Dearborn-St-94110/unit-52/home/1873836,MLSListings,ML81841918,N,Y,37.7624152,-122.4232316
MLS Listing,,Vacant Land,135 Wetmore St,San Francisco,CA,94108-1526,1895000,,,San Francisco,,2221,,1,,,Active,,,http://www.redfin.com/CA/San-Francisco/135-Wetmore-St-94108/home/1078059,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40948179,N,Y,37.7942099,-122.4106455
MLS Listing,,Single Family Residential,3520 Fulton St,San Francisco,CA,94118,2380000,5,6.0,San Francisco,3075,1999,1924,1,774,,Active,,,http://www.redfin.com/CA/San-Francisco/3520-Fulton-St-94118/home/1100609,San Francisco MLS,421544115,N,Y,37.7734697,-122.4695678
MLS Listing,,Single Family Residential,2002 California St,San Francisco,CA,94109,4275000,4,4.0,San Francisco,2750,2231,1923,1,1555,,Active,,,http://www.redfin.com/CA/San-Francisco/2002-California-St-94109/home/568519,San Francisco MLS,421544680,N,Y,37.7899079,-122.427852
MLS Listing,,Condo/Co-op,110 Channel St #106,San Francisco,CA,94158,1515000,2,2.0,San Francisco,,49773,2017,1,,944,Active,,,http://www.redfin.com/CA/San-Francisco/110-Channel-St-94158/unit-106/home/113913223,San Francisco MLS,421544538,N,Y,37.7751436,-122.3906212
MLS Listing,,Condo/Co-op,62 Dolores Ter,San Francisco,CA,94110,2200000,3,2.5,San Francisco,1996,1035,1997,1,1102,,Active,,,http://www.redfin.com/CA/San-Francisco/62-Dolores-Ter-94110/home/1956962,San Francisco MLS,421543543,N,Y,37.762745,-122.425722
MLS Listing,,Single Family Residential,8 San Gabriel Ave,San Francisco,CA,94112,1389000,2,1.0,San Francisco,1210,3131,1923,1,1148,,Active,,,http://www.redfin.com/CA/San-Francisco/8-San-Gabriel-Ave-94112/home/1066293,BAREIS,421542814,N,Y,37.7292727,-122.4380316
MLS Listing,,Single Family Residential,601 Laguna Honda Blvd,San Francisco,CA,94127,2195000,5,3.5,San Francisco,2864,4935,1924,1,766,,Active,,,http://www.redfin.com/CA/San-Francisco/601-Laguna-Honda-Blvd-94127/home/1014211,San Francisco MLS,421542104,N,Y,37.7458821,-122.4576267
MLS Listing,,Multi-Family (2-4 Unit),1235 18th Ave,San Francisco,CA,94122,1695000,4,4.0,San Francisco,4150,2996,1946,1,408,,Active,,,http://www.redfin.com/CA/San-Francisco/1235-18th-Ave-94122/home/1061591,San Francisco MLS,421544278,N,Y,37.7647692,-122.4764648
MLS Listing,,Single Family Residential,459 & 461 Potrero Ave,SAN FRANCISCO,CA,94110,1850000,5,3.0,SAN FRANCISCO,2592,2500,1906,1,714,,Active,,,http://www.redfin.com/CA/San-Francisco/461-Potrero-Ave-94110/home/148059455,MLSListings,ML81841885,N,Y,37.7637035,-122.4070112
MLS Listing,,Single Family Residential,1901 Scott St,San Francisco,CA,94115,12800000,5,6.0,San Francisco,,18905,1870,1,,,Active,,,http://www.redfin.com/CA/San-Francisco/1901-Scott-St-94115/home/589401,San Francisco MLS,421543165,N,Y,37.7877068,-122.4389827
MLS Listing,,Multi-Family (2-4 Unit),20 - 22 Darrell Pl,San Francisco,CA,94133,2495000,4,,San Francisco,3029,1263,1927,1,824,,Active,,,http://www.redfin.com/CA/San-Francisco/20-Darrell-Pl-94133/home/1115736,San Francisco MLS,421540137,N,Y,37.8023265,-122.4041864
MLS Listing,,Condo/Co-op,875 Vermont St #204,San Francisco,CA,94107,699000,1,1.0,San Francisco,,,1965,1,,185,Active,,,http://www.redfin.com/CA/San-Francisco/875-Vermont-St-94107/unit-204/home/1922449,San Francisco MLS,421534716,N,Y,37.7585731,-122.403654
MLS Listing,,Condo/Co-op,2922 Franklin St,San Francisco,CA,94123,3800000,3,2.5,San Francisco,2735,2187,2019,1,1389,350,Active,,,http://www.redfin.com/CA/San-Francisco/2922-Franklin-St-94123/home/172616098,San Francisco MLS,421541582,N,Y,37.8015373,-122.425995
MLS Listing,,Condo/Co-op,601 Van Ness Ave #802,SAN FRANCISCO,CA,94102,625000,1,1.0,SAN FRANCISCO,676,,1982,2,925,940,Active,,,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-802/home/951854,MLSListings,ML81841848,N,Y,37.7813653,-122.4215253
MLS Listing,,Single Family Residential,187 Skyview Way,San Francisco,CA,94131,1395000,3,2.0,San Francisco,1868,3371,1956,2,747,,Active,,,http://www.redfin.com/CA/San-Francisco/187-Skyview-Way-94131/home/677725,San Francisco MLS,421544595,N,Y,37.7534024,-122.4498864
MLS Listing,,Multi-Family (2-4 Unit),254 Roosevelt Way,San Francisco,CA,94114,2395000,6,6.0,San Francisco,5150,2500,,2,465,,Active,,,http://www.redfin.com/CA/San-Francisco/254-Roosevelt-Way-94114/home/1629257,San Francisco MLS,421544577,N,Y,37.766044,-122.440677
MLS Listing,,Single Family Residential,1286 26th Ave,San Francisco,CA,94122,1899000,3,3.0,San Francisco,2533,2375,1913,2,750,,Active,,,http://www.redfin.com/CA/San-Francisco/1286-26th-Ave-94122/home/1119115,San Francisco MLS,421543168,N,Y,37.763525,-122.4844261
MLS Listing,,Multi-Family (2-4 Unit),1270 - 1272 Hampshire St,San Francisco,CA,94110,1395000,3,1.0,San Francisco,2394,1920,1907,2,583,,Active,,,http://www.redfin.com/CA/San-Francisco/1270-Hampshire-St-94110/home/1083767,San Francisco MLS,421543567,N,Y,37.751876,-122.4074709
MLS Listing,,Condo/Co-op,355 1st St Unit S2103,San Francisco,CA,94105,949000,1,1.0,San Francisco,722,38571,2004,2,1314,839,Active,,,http://www.redfin.com/CA/San-Francisco/355-1st-St-94105/unit-S2103/home/879020,San Francisco MLS,421544549,N,Y,37.7868803,-122.3934978
MLS Listing,,Condo/Co-op,540 Delancey St #102,SAN FRANCISCO,CA,94107,800000,1,1.0,SAN FRANCISCO,926,,1890,2,864,670,Active,,,http://www.redfin.com/CA/San-Francisco/540-Delancey-St-94107/unit-102/home/1044341,MLSListings,ML81841824,N,Y,37.7842842,-122.391285
MLS Listing,,Condo/Co-op,109 South Lake Merced Hls Unit 2b,San Francisco,CA,94132,718000,3,2.0,San Francisco,1474,15336,1975,2,487,897,Active,,,http://www.redfin.com/CA/San-Francisco/109-S-Lake-Merced-Hls-94132/unit-2B/home/1875458,San Francisco MLS,421543028,N,Y,37.7100088,-122.4836353
MLS Listing,,Single Family Residential,1710 Diamond St,San Francisco,CA,94131,4498800,4,4.0,San Francisco,3645,2027,2014,2,1234,,Active,,,http://www.redfin.com/CA/San-Francisco/1710-Diamond-St-94131/home/69371543,San Francisco MLS,421543906,N,Y,37.7438471,-122.4358179
MLS Listing,,Condo/Co-op,3233 Jackson St #3,San Francisco,CA,94118,2300000,2,2.0,San Francisco,1850,6428,1913,2,1243,550,Active,,,http://www.redfin.com/CA/San-Francisco/3233-Jackson-St-94118/unit-3/home/1691778,San Francisco MLS,421542530,N,Y,37.7905145,-122.4481102
MLS Listing,,Single Family Residential,89 Bitting Ave,San Francisco,CA,94124,995000,3,2.0,San Francisco,1394,2006,1999,2,714,21,Active,,,http://www.redfin.com/CA/San-Francisco/89-Bitting-Ave-94124/home/753948,San Francisco MLS,421544423,N,Y,37.7270166,-122.3989218
MLS Listing,,Condo/Co-op,1515 15th St #305,SAN FRANCISCO,CA,94103,1180000,2,2.0,SAN FRANCISCO,1113,,2014,2,1060,586,Active,,,http://www.redfin.com/CA/San-Francisco/1515-15th-St-94103/unit-305/home/110052145,MLSListings,ML81841783,N,Y,37.7665977,-122.4181501
MLS Listing,,Single Family Residential,319 22nd Ave,San Francisco,CA,94121,2250000,4,3.0,San Francisco,2311,3000,1906,2,974,,Active,,,http://www.redfin.com/CA/San-Francisco/319-22nd-Ave-94121/home/608307,BAREIS,421544337,N,Y,37.7817475,-122.4819164
MLS Listing,,Condo/Co-op,2919 Pacific Ave #2,San Francisco,CA,94225,1095000,2,1.0,San Francisco,1125,6851,1905,2,973,725,Active,,,http://www.redfin.com/CA/San-Francisco/2919-Pacific-Ave-94115/unit-2/home/1755968,San Francisco MLS,421544431,N,Y,37.7921109,-122.4434891
MLS Listing,,Condo/Co-op,555 4th St #703,San Francisco,CA,94107,1050000,2,2.0,San Francisco,981,63237,2006,2,1070,680,Active,,,http://www.redfin.com/CA/San-Francisco/555-4th-St-94107/unit-703/home/12546350,San Francisco MLS,421540757,N,Y,37.7793967,-122.3967727
MLS Listing,,Single Family Residential,1244 16th Ave,San Francisco,CA,94122,1965000,4,2.0,San Francisco,,2500,1908,2,,,Active,,,http://www.redfin.com/CA/San-Francisco/1244-16th-Ave-94122/home/628273,San Francisco MLS,421540035,N,Y,37.7647571,-122.47378
MLS Listing,,Townhouse,4132 3rd St #5,San Francisco,CA,94124,949500,2,2.0,San Francisco,1314,5425,2014,3,723,720,Active,,,http://www.redfin.com/CA/San-Francisco/4132-3rd-St-94124/unit-5/home/63499201,San Francisco MLS,421544111,N,Y,37.7398756,-122.3891322
MLS Listing,,Single Family Residential,140 Everglade Dr,SAN FRANCISCO,CA,94132,1595000,4,2.0,SAN FRANCISCO,2092,3218,1951,3,762,,Active,,,http://www.redfin.com/CA/San-Francisco/140-Everglade-Dr-94132/home/1803056,MLSListings,ML81841733,N,Y,37.7316285,-122.4886706
MLS Listing,,Single Family Residential,114 Shields St,SAN FRANCISCO,CA,94132,899000,3,1.0,SAN FRANCISCO,1121,1688,1951,3,802,,Active,,,http://www.redfin.com/CA/San-Francisco/114-Shields-St-94132/home/1440706,MLSListings,ML81841716,N,Y,37.7180894,-122.4638738
MLS Listing,,Condo/Co-op,210 Dorland St,San Francisco,CA,94114,2500000,3,1.0,San Francisco,,,1910,3,,,Active,,,http://www.redfin.com/CA/San-Francisco/210-Dorland-St-94114/home/175041094,San Francisco MLS,421544291,N,Y,37.762178,-122.4289626
MLS Listing,,Condo/Co-op,420 Stanyan St #8,San Francisco,CA,94117,1495000,3,2.0,San Francisco,1520,6676,2003,3,984,838,Active,,,http://www.redfin.com/CA/San-Francisco/420-Stanyan-St-94117/unit-8/home/1449800,San Francisco MLS,421542271,N,Y,37.7744337,-122.4542758
MLS Listing,,Condo/Co-op,208 Dorland St,San Francisco,CA,94114,2000000,2,1.5,San Francisco,,6333,1910,3,,,Active,,,http://www.redfin.com/CA/San-Francisco/208-Dorland-St-94114/home/1702876,San Francisco MLS,421544217,N,Y,37.762349,-122.4290638
MLS Listing,,Multi-Family (2-4 Unit),1380 La Playa St,San Francisco,CA,94122,2250000,6,3.0,San Francisco,3384,3000,1961,3,665,,Active,,,http://www.redfin.com/CA/San-Francisco/1380-La-Playa-St-94122/unit-1/home/1684946,San Francisco MLS,421544219,N,Y,37.7607147,-122.5090004
MLS Listing,,Condo/Co-op,950 Columbus Ave #17,San Francisco,CA,94133,1698000,3,2.5,San Francisco,1776,11987,1984,3,956,1066,Active,,,http://www.redfin.com/CA/San-Francisco/950-Columbus-Ave-94133/unit-17/home/1560910,San Francisco MLS,421544194,N,Y,37.8032803,-122.4141853
MLS Listing,,Multi-Family (2-4 Unit),1136 Union St,San Francisco,CA,94109,5495000,9,2.5,San Francisco,5945,6320,1915,3,924,,Active,,,http://www.redfin.com/CA/San-Francisco/1136-Union-St-94109/home/539809,San Francisco MLS,421542434,N,Y,37.7995703,-122.418137
MLS Listing,,Condo/Co-op,1788 Clay St #205,San Francisco,CA,94109,980000,1,1.0,San Francisco,746,25662,2014,3,1314,678,Active,,,http://www.redfin.com/CA/San-Francisco/1788-Clay-St-94109/unit-205/home/108422754,San Francisco MLS,421544066,N,Y,37.7924998,-122.4222297
MLS Listing,,Single Family Residential,850-C Brunswick St,San Francisco,CA,94112,1650000,4,3.0,San Francisco,2178,2700,1998,3,758,,Active,,,http://www.redfin.com/CA/San-Francisco/850C-Brunswick-St-94112/home/1997913,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40947915,N,Y,37.708459,-122.451132
MLS Listing,,Condo/Co-op,1001 Pine St #708,San Francisco,CA,94109,555000,0,1.0,San Francisco,454,18906,1963,3,1222,374,Active,,,http://www.redfin.com/CA/San-Francisco/1001-Pine-St-94109/unit-708/home/1973841,San Francisco MLS,421544108,N,Y,37.790348,-122.412568
MLS Listing,,Condo/Co-op,67 Mizpah St,San Francisco,CA,94131,579000,2,1.0,San Francisco,800,2980,1910,3,724,,Active,,,http://www.redfin.com/CA/San-Francisco/67-Mizpah-St-94131/home/1966797,San Francisco MLS,421523744,N,Y,37.7362671,-122.4386041
MLS Listing,,Single Family Residential,621 Teresita,San Francisco,CA,94127,2295000,4,4.0,San Francisco,,3990,1962,3,,,Active,,,http://www.redfin.com/CA/San-Francisco/621-Teresita-Blvd-94127/home/1996974,San Francisco MLS,421544069,N,Y,37.7370884,-122.4456746
MLS Listing,,Condo/Co-op,2250 Green St #4,San Francisco,CA,94123,1595000,2,2.0,San Francisco,,4448,1923,3,,641,Active,,,http://www.redfin.com/CA/San-Francisco/2250-Green-St-94123/unit-4/home/2030435,San Francisco MLS,421542833,N,Y,37.7963298,-122.4361737
MLS Listing,,Condo/Co-op,555 Golden Gate Ave Ph 11,San Francisco,CA,94102,1928888,3,2.0,San Francisco,,,2021,3,,729,Active,,,http://www.redfin.com/CA/San-Francisco/555-Golden-Gate-Ave-94102/unit-11/home/175037730,San Francisco MLS,421543223,N,Y,37.7808655,-122.4196054
MLS Listing,,Condo/Co-op,1480 Fulton St #3,San Francisco,CA,94117,1895000,3,2.0,San Francisco,1393,2848,2003,3,1360,460,Active,,,http://www.redfin.com/CA/San-Francisco/1480-Fulton-St-94117/unit-3/home/871725,San Francisco MLS,421543550,N,Y,37.7766671,-122.4410768
MLS Listing,,Multi-Family (2-4 Unit),804 22nd St,San Francisco,CA,94107,2750000,4,1.5,San Francisco,3686,2286,1900,3,746,,Active,,,http://www.redfin.com/CA/San-Francisco/804-22nd-St-94107/home/114077876,San Francisco MLS,421544008,N,Y,37.7580687,-122.3895369
MLS Listing,,Single Family Residential,2346 41st Ave,SAN FRANCISCO,CA,94116,1195000,3,1.5,SAN FRANCISCO,1174,2996,1955,3,1018,,Active,,,http://www.redfin.com/CA/San-Francisco/2346-41st-Ave-94116/home/1840310,MLSListings,ML81841588,N,Y,37.7430063,-122.4990981
MLS Listing,,Single Family Residential,42 Cameo Way,San Francisco,CA,94131,2295000,4,3.0,San Francisco,2518,3998,1962,3,911,,Active,,,http://www.redfin.com/CA/San-Francisco/42-Cameo-Way-94131/home/1151281,San Francisco MLS,421544027,N,Y,37.7449501,-122.4444458
