SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,195 San Anselmo Ave,San Francisco,CA,94127,3800000,5,3.5,San Francisco,3660,5954,1926,6,1038,235,Active,,,http://www.redfin.com/CA/San-Francisco/195-San-Anselmo-Ave-94127/home/2000783,San Francisco MLS,421542636,N,Y,37.7360646,-122.4644819
MLS Listing,,Condo/Co-op,2121 Webster St #408,San Francisco,CA,94115,3298000,2,2.0,San Francisco,1787,,2016,6,1846,1800,Active,,,http://www.redfin.com/CA/San-Francisco/2121-Webster-St-94115/unit-408/home/112998155,San Francisco MLS,421537578,N,Y,37.790222,-122.4329706
MLS Listing,,Single Family Residential,283 Ramsell St,San Francisco,CA,94132,829000,2,1.0,San Francisco,1000,2495,1941,6,829,,Active,,,http://www.redfin.com/CA/San-Francisco/283-Ramsell-St-94132/home/830620,San Francisco MLS,421542663,N,Y,37.7158099,-122.4664389
MLS Listing,,Condo/Co-op,333 Beale St Unit C8H,San Francisco,CA,94105,1399000,1,2.0,San Francisco,985,,2015,6,1420,1174,Active,,,http://www.redfin.com/CA/San-Francisco/333-Beale-St-94105/unit-C8H/home/147296157,San Francisco MLS,421538286,N,Y,37.7886251,-122.391875
MLS Listing,,Multi-Family (2-4 Unit),632 - 636 Balboa St,San Francisco,CA,94118,1895000,8,3.0,San Francisco,4740,2514,1908,6,400,,Active,,,http://www.redfin.com/CA/San-Francisco/632-Balboa-St-94118/home/616903,San Francisco MLS,421542405,N,Y,37.777404,-122.4657166
MLS Listing,,Single Family Residential,2606 21st St,San Francisco,CA,94110,1550000,3,,San Francisco,1488,1585,1914,6,1042,,Active,,,http://www.redfin.com/CA/San-Francisco/2606-21st-St-94110/home/1192978,San Francisco MLS,421540382,N,Y,37.7579191,-122.4071069
MLS Listing,,Single Family Residential,1183 Munich St,San Francisco,CA,94112,1050000,2,1.0,San Francisco,1272,2848,1927,6,825,,Active,,,http://www.redfin.com/CA/San-Francisco/1183-Munich-St-94112/home/1647331,San Francisco MLS,421542456,N,Y,37.7108351,-122.4380316
MLS Listing,,Condo/Co-op,4655 18th St,San Francisco,CA,94114,1195000,1,1.0,San Francisco,,,,6,,200,Active,,,http://www.redfin.com/CA/San-Francisco/4655-18th-St-94114/home/12277189,San Francisco MLS,421542661,N,Y,37.7603449,-122.4425085
MLS Listing,,Condo/Co-op,3190 Scott St #302,San Francisco,CA,94123,1295000,2,2.0,San Francisco,1037,7501,2010,6,1249,674,Active,,,http://www.redfin.com/CA/San-Francisco/3190-Scott-St-94123/unit-302/home/28922659,San Francisco MLS,421542267,N,Y,37.7990478,-122.4406495
MLS Listing,,Condo/Co-op,550 South Van Ness Ave #408,San Francisco,CA,94110,729000,1,1.0,San Francisco,796,13130,1992,6,916,516,Active,,,http://www.redfin.com/CA/San-Francisco/550-S-Van-Ness-Ave-94110/unit-408/home/708552,San Francisco MLS,421537553,N,Y,37.764336,-122.4179396
MLS Listing,,Condo/Co-op,3620 19th St #5,San Francisco,CA,94110,1575000,2,2.5,San Francisco,,39396,2008,6,,625,Active,,,http://www.redfin.com/CA/San-Francisco/3620-19th-St-94110/unit-5/home/23424250,San Francisco MLS,421541970,N,Y,37.7601561,-122.4243176
MLS Listing,,Condo/Co-op,140 South Van Ness Ave #529,San Francisco,CA,94103,949000,2,2.0,San Francisco,1160,43147,2002,6,818,643,Active,,,http://www.redfin.com/CA/San-Francisco/140-S-Van-Ness-Ave-94103/unit-529/home/1681968,San Francisco MLS,421542506,N,Y,37.7716556,-122.418809
MLS Listing,,Single Family Residential,135 Manor Dr,San Francisco,CA,94127,1095000,2,2.0,San Francisco,1212,2805,1928,6,903,,Active,,,http://www.redfin.com/CA/San-Francisco/135-Manor-Dr-94127/home/701802,San Francisco MLS,421542414,N,Y,37.728693,-122.4639954
MLS Listing,,Single Family Residential,685 Capp St,San Francisco,CA,94110,1295000,3,2.0,San Francisco,1496,1084,1900,6,866,,Active,,,http://www.redfin.com/CA/San-Francisco/685-Capp-St-94110/home/18471591,San Francisco MLS,421542298,N,Y,37.7558891,-122.4175958
MLS Listing,,Single Family Residential,942 Ingerson Ave,San Francisco,CA,94124,925000,3,2.0,San Francisco,,2495,1900,6,,,Active,,,http://www.redfin.com/CA/San-Francisco/942-Ingerson-Ave-94124/home/1140486,San Francisco MLS,421540290,N,Y,37.7186713,-122.3918271
MLS Listing,,Single Family Residential,1601 - 1603 11th Ave,San Francisco,CA,94122,2150000,4,5.5,San Francisco,2792,3005,1908,6,770,,Active,,,http://www.redfin.com/CA/San-Francisco/1601-11th-Ave-94122/home/883959,San Francisco MLS,421537781,N,Y,37.7581414,-122.4682452
MLS Listing,,Single Family Residential,850 Brunswick St Unit C,SAN FRANCISCO,CA,94112,1650000,4,3.0,SAN FRANCISCO,2178,2700,1998,7,758,,Active,,,http://www.redfin.com/CA/San-Francisco/850-Brunswick-St-94112/unit-C/home/175014444,MLSListings,ML81840948,N,Y,37.7084047,-122.4512908
MLS Listing,,Condo/Co-op,3620 Cesar Chavez St #404,San Francisco,CA,94110,1275000,2,2.0,San Francisco,1038,,2020,7,1228,600,Active,,,http://www.redfin.com/CA/San-Francisco/3620-Cesar-Chavez-94110/unit-404/home/170501388,San Francisco MLS,421542554,N,Y,37.7483761,-122.4219282
MLS Listing,,Condo/Co-op,555 Innes Ave #312,San Francisco,CA,94124,599000,1,1.0,San Francisco,655,,2016,7,915,479,Active,,,http://www.redfin.com/CA/San-Francisco/555-Innes-Ave-94124/unit-312/home/143076758,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40947224,N,Y,37.7281082,-122.3692429
MLS Listing,,Condo/Co-op,16 Dehon St,San Francisco,CA,94114,1049000,2,1.5,San Francisco,,2260,,7,,324,Active,,,http://www.redfin.com/CA/San-Francisco/16-Dehon-St-94114/home/110052107,San Francisco MLS,421538882,N,Y,37.7641101,-122.430253
MLS Listing,,Condo/Co-op,229 Brannan St Unit 14E/G,San Francisco,CA,94107,3995000,4,3.0,San Francisco,2612,82966,2001,7,1529,2435,Active,,,http://www.redfin.com/CA/San-Francisco/229-Brannan-St-94107/unit-14E/home/1946878,San Francisco MLS,421541194,N,Y,37.7824513,-122.3902228
MLS Listing,,Single Family Residential,1934 30th Ave,San Francisco,CA,94116,1295000,2,1.0,San Francisco,1709,2996,1940,7,758,,Active,,,http://www.redfin.com/CA/San-Francisco/1934-30th-Ave-94116/home/1436818,San Francisco MLS,421542433,N,Y,37.7511929,-122.4878747
MLS Listing,,Condo/Co-op,1800 Bryant St #102,San Francisco,CA,94110,749000,1,1.5,San Francisco,747,14972,2000,7,1003,507,Active,,,http://www.redfin.com/CA/San-Francisco/1800-Bryant-St-94110/unit-102/home/1356130,San Francisco MLS,421535752,N,Y,37.7641196,-122.4108749
MLS Listing,,Condo/Co-op,955 Corbett Ave #7,San Francisco,CA,94131,685000,1,1.0,San Francisco,653,10038,1949,7,1049,497,Active,,,http://www.redfin.com/CA/San-Francisco/955-959-Corbett-Ave-94131/unit-7/home/114070172,San Francisco MLS,421542361,N,Y,37.7515863,-122.443413
MLS Listing,,Condo/Co-op,1934 Webster St,San Francisco,CA,94115,1295000,3,,San Francisco,1250,2194,1890,7,1036,300,Active,,,http://www.redfin.com/CA/San-Francisco/1934-Webster-St-94115/home/28939009,San Francisco MLS,421542362,N,Y,37.788694,-122.431849
MLS Listing,,Single Family Residential,3790 21st St,San Francisco,CA,94114,7900000,5,5.5,San Francisco,4400,1410,,7,1795,,Active,,,http://www.redfin.com/CA/San-Francisco/3790-21st-St-94114/home/1997153,San Francisco MLS,421540881,N,Y,37.7563698,-122.4321013
MLS Listing,,Condo/Co-op,5330 Diamond Heights Blvd Unit J204,SAN FRANCISCO,CA,94131,698000,1,1.0,SAN FRANCISCO,636,,1975,7,1097,565,Active,,,http://www.redfin.com/CA/San-Francisco/5330-Diamond-Heights-Blvd-94131/unit-J204/home/1169141,MLSListings,ML81840818,N,Y,37.742967,-122.437048
MLS Listing,,Condo/Co-op,401 Harrison St Unit 42A,San Francisco,CA,94105,3350000,2,2.0,San Francisco,1857,56023,2014,7,1804,150078,Active,,,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-42A/home/129524011,San Francisco MLS,421541463,N,Y,37.7864989,-122.3921487
MLS Listing,,Condo/Co-op,181 Fremont Unit 63C,San Francisco,CA,94105,2970000,2,2.5,San Francisco,1262,,2018,7,2353,2678,Active,,,http://www.redfin.com/CA/San-Francisco/181-Fremont-St-94105/unit-63C/home/167299475,San Francisco MLS,421542358,N,Y,37.7898082,-122.3953565
MLS Listing,,Single Family Residential,1330 Plymouth Ave,San Francisco,CA,94112,1999000,4,3.0,San Francisco,1985,4874,1923,7,1007,12,Active,,,http://www.redfin.com/CA/San-Francisco/1330-Plymouth-Ave-94112/home/1486677,San Francisco MLS,421542062,N,Y,37.7263601,-122.4562114
MLS Listing,,Single Family Residential,2744 Baker St,San Francisco,CA,94123,8995000,4,5.5,San Francisco,,2495,2020,7,,,Active,,,http://www.redfin.com/CA/San-Francisco/2744-Baker-St-94123/home/175010472,BAREIS,421541677,N,Y,37.7964383,-122.4454306
MLS Listing,,Condo/Co-op,1620 Fulton St,San Francisco,CA,94117,1395000,2,1.5,San Francisco,1319,2556,1900,7,1058,100,Active,,,http://www.redfin.com/CA/San-Francisco/1620-Fulton-St-94117/home/110051739,San Francisco MLS,421542296,N,Y,37.7762711,-122.4436215
MLS Listing,,Single Family Residential,2707 Larkin St,San Francisco,CA,94109,11500000,4,7.0,San Francisco,5371,3713,1900,7,2141,,Active,,,http://www.redfin.com/CA/San-Francisco/2707-Larkin-St-94109/home/557159,San Francisco MLS,514141,N,Y,37.8030471,-122.4218397
MLS Listing,,Condo/Co-op,888 7th St #304,San Francisco,CA,94107,383277,1,1.0,San Francisco,535,95280,2007,7,716,385,Active,,,http://www.redfin.com/CA/San-Francisco/888-7th-St-94107/unit-304/home/17306051,San Francisco MLS,421542130,N,Y,37.7705534,-122.4004057
MLS Listing,,Multi-Family (2-4 Unit),1240 - 1244 Jones St,San Francisco,CA,94109,3300000,6,3.0,San Francisco,3540,1359,1908,7,932,,Active,,,http://www.redfin.com/CA/San-Francisco/1240-Jones-St-94109/home/1474634,San Francisco MLS,421540522,N,Y,37.7929965,-122.414187
MLS Listing,,Condo/Co-op,333 Beale St Unit 7A,San Francisco,CA,94105,1049000,1,1.0,San Francisco,873,75406,2015,7,1202,1156,Active,,,http://www.redfin.com/CA/San-Francisco/333-Beale-St-94105/unit-7A/home/110052455,San Francisco MLS,421542126,N,Y,37.7884937,-122.3918797
MLS Listing,,Single Family Residential,3526 19th St,San Francisco,CA,94110,4500000,4,4.5,San Francisco,3210,2500,2002,7,1402,,Active,,,http://www.redfin.com/CA/San-Francisco/3526-19th-St-94110/home/173631809,San Francisco MLS,421541979,N,Y,37.7602357,-122.4221026
MLS Listing,,Single Family Residential,245 Lakeshore Dr,San Francisco,CA,94132,1695000,4,2.0,San Francisco,1774,3135,1955,7,955,,Active,,,http://www.redfin.com/CA/San-Francisco/245-Lakeshore-Dr-94132/home/1105660,San Francisco MLS,421541673,N,Y,37.7304836,-122.4972722
MLS Listing,,Multi-Family (2-4 Unit),1271 - 1273 7th Ave,San Francisco,CA,94122,1899000,5,3.0,San Francisco,3592,3000,1913,7,529,,Active,,,http://www.redfin.com/CA/San-Francisco/1271-7th-Ave-94122/home/626772,San Francisco MLS,421542218,N,Y,37.7646058,-122.4645353
MLS Listing,,Condo/Co-op,333 Bush St #4104,San Francisco,CA,94104,1500000,2,2.0,San Francisco,1382,,1987,8,1085,1522,Active,,,http://www.redfin.com/CA/San-Francisco/333-Bush-St-94104/unit-4104/home/978806,San Francisco MLS,421542291,N,Y,37.7906431,-122.4030566
MLS Listing,,Single Family Residential,438 17th Ave,San Francisco,CA,94121,2250000,3,2.5,San Francisco,2380,3000,1916,8,945,,Active,,,http://www.redfin.com/CA/San-Francisco/438-17th-Ave-94121/home/612546,San Francisco MLS,421538193,N,Y,37.779674,-122.475779
MLS Listing,,Condo/Co-op,1100 Sacramento St #802,San Francisco,CA,94108,5500000,3,3.0,San Francisco,2526,14514,1925,8,2177,3049,Active,,,http://www.redfin.com/CA/San-Francisco/1100-Sacramento-St-94108/unit-802/home/175008808,San Francisco MLS,421542259,N,Y,37.7929478,-122.4114198
MLS Listing,,Multi-Family (2-4 Unit),40 Lundys Ln,San Francisco,CA,94110,1150000,3,2.0,San Francisco,1390,1746,1900,8,827,,Active,,,http://www.redfin.com/CA/San-Francisco/40-Lundys-Ln-94110/home/1598451,San Francisco MLS,421542166,N,Y,37.7446806,-122.4185656
MLS Listing,,Condo/Co-op,480 Mission Bay Blvd #313,San Francisco,CA,94158,1599000,2,2.0,San Francisco,1220,122891,2012,9,1311,875,Active,,,http://www.redfin.com/CA/San-Francisco/480-Mission-Bay-Blvd-N-94158/unit-313/home/40626109,San Francisco MLS,421542101,N,Y,37.7713607,-122.3890283
MLS Listing,,Multi-Family (2-4 Unit),1108 Treat,San Francisco,CA,94107,1225000,3,,San Francisco,1700,1563,,9,721,,Active,,,http://www.redfin.com/CA/San-Francisco/1108-Treat-Ave-94110/unit-1108/home/174777358,San Francisco MLS,421542171,N,Y,37.7521746,-122.4131592
MLS Listing,,Condo/Co-op,692 30th Ave,San Francisco,CA,94121,995000,2,1.0,San Francisco,1405,1440,1939,9,708,259,Active,,,http://www.redfin.com/CA/San-Francisco/692-30th-Ave-94121/home/2018598,San Francisco MLS,421541792,N,Y,37.776238,-122.489649
MLS Listing,,Condo/Co-op,1875 Mission St #109,San Francisco,CA,94103,1200000,2,2.0,San Francisco,1272,11181,2014,9,943,688,Active,,,http://www.redfin.com/CA/San-Francisco/1875-Mission-St-94103/unit-109/home/67980185,San Francisco MLS,421541864,N,Y,37.7671306,-122.4194657
MLS Listing,,Condo/Co-op,301 Rhode Island St Unit B6,San Francisco,CA,94103,1033000,1,2.0,San Francisco,1291,23254,1999,9,800,785,Active,,,http://www.redfin.com/CA/San-Francisco/301-Rhode-Island-St-94103/unit-B6/home/102815353,San Francisco MLS,421540370,N,Y,37.7654153,-122.4021001
MLS Listing,,Condo/Co-op,101 Crescent Way #2310,San Francisco,CA,94134,799000,2,2.0,San Francisco,984,42325,2001,9,,533,Active,,,http://www.redfin.com/CA/San-Francisco/101-Crescent-Way-94134/unit-2310/home/22889854,MetroList,421537390,N,Y,37.7108999,-122.389259
MLS Listing,,Condo/Co-op,129 Ellert St,San Francisco,CA,94110,899000,1,1.0,San Francisco,,2809,1910,9,,,Active,,,http://www.redfin.com/CA/San-Francisco/129-Ellert-St-94110/home/1775045,San Francisco MLS,421541093,N,Y,37.7385512,-122.4170613
MLS Listing,,Condo/Co-op,571 Waller St,San Francisco,CA,94117,1350000,2,1.5,San Francisco,1441,2250,1900,9,937,133,Active,,,http://www.redfin.com/CA/San-Francisco/571-Waller-St-94117/home/11743032,San Francisco MLS,421539944,N,Y,37.770607,-122.432977
MLS Listing,,Single Family Residential,1526 Palou Ave,SAN FRANCISCO,CA,94124,998000,4,3.0,SAN FRANCISCO,2138,2495,1914,9,467,,Active,,,http://www.redfin.com/CA/San-Francisco/1526-Palou-Ave-94124/home/2022169,MLSListings,ML81840679,N,Y,37.7334249,-122.389405
MLS Listing,,Condo/Co-op,472 Noe St,San Francisco,CA,94114,1050000,2,1.0,San Francisco,1145,3252,1901,9,917,395,Active,,,http://www.redfin.com/CA/San-Francisco/472-Noe-St-94114/home/1828131,San Francisco MLS,421540680,N,Y,37.761464,-122.433193
MLS Listing,,Condo/Co-op,725 Florida St #17,San Francisco,CA,94110,995000,1,1.5,San Francisco,927,9498,2000,9,1073,645,Active,,,http://www.redfin.com/CA/San-Francisco/725-Florida-St-94110/unit-17/home/175005376,San Francisco MLS,421541195,N,Y,37.7599462,-122.4105766
MLS Listing,,Single Family Residential,207 Ripley St,San Francisco,CA,94110,2200000,3,2.0,San Francisco,2010,2495,,9,1095,,Active,,,http://www.redfin.com/CA/San-Francisco/207-Ripley-St-94110/home/1862537,San Francisco MLS,421538601,N,Y,37.7445294,-122.409849
MLS Listing,,Multi-Family (2-4 Unit),431 - 433 Broderick St,San Francisco,CA,94117,1650000,4,3.0,San Francisco,3050,2417,1900,10,541,,Active,,,http://www.redfin.com/CA/San-Francisco/431-Broderick-St-94117/home/1051061,San Francisco MLS,421541980,N,Y,37.7742759,-122.4396542
MLS Listing,,Single Family Residential,341 San Fernando Way,San Francisco,CA,94127,1890000,5,4.0,San Francisco,2738,4029,1927,10,690,25,Active,,,http://www.redfin.com/CA/San-Francisco/341-San-Fernando-Way-94127/home/1884638,San Francisco MLS,421541991,N,Y,37.731151,-122.4694351
MLS Listing,,Single Family Residential,1742 28th Ave,SAN FRANCISCO,CA,94122,1895000,4,3.0,SAN FRANCISCO,1969,2962,1939,10,962,,Active,,,http://www.redfin.com/CA/San-Francisco/1742-28th-Ave-94122/home/2004172,MLSListings,ML81840658,N,Y,37.754868,-122.4859734
MLS Listing,,Condo/Co-op,888 7th St #137,San Francisco,CA,94107,588000,1,1.0,San Francisco,496,95280,2007,10,1185,376,Active,,,http://www.redfin.com/CA/San-Francisco/888-7th-St-94107/unit-137/home/17306215,San Francisco MLS,421542043,N,Y,37.7705534,-122.4004057
MLS Listing,,Single Family Residential,1563 38th Ave,San Francisco,CA,94122,1250000,2,1.0,San Francisco,1150,2996,1939,10,1087,,Active,,,http://www.redfin.com/CA/San-Francisco/1563-38th-Ave-94122/home/639347,San Francisco MLS,421542012,N,Y,37.757752,-122.4973806
MLS Listing,,Condo/Co-op,485 Potrero Ave Unit C,San Francisco,CA,94110,1100000,3,1.0,San Francisco,,,,10,,300,Active,,,http://www.redfin.com/CA/San-Francisco/485-Potrero-Ave-94110/unit-C/home/110052583,San Francisco MLS,421532062,N,Y,37.7634973,-122.407017
MLS Listing,,Single Family Residential,3095 23rd Ave,San Francisco,CA,94132,2495000,6,3.0,San Francisco,3365,3876,1936,10,741,,Active,,,http://www.redfin.com/CA/San-Francisco/3095-23rd-Ave-94132/home/1372670,San Francisco MLS,421540410,N,Y,37.7312745,-122.4794291
MLS Listing,,Condo/Co-op,338 18th Ave,San Francisco,CA,94121,995000,2,1.0,San Francisco,1161,2975,1916,10,857,321,Active,,,http://www.redfin.com/CA/San-Francisco/338-18th-Ave-94121/home/1350211,San Francisco MLS,421538418,N,Y,37.7816132,-122.4770137
MLS Listing,,Single Family Residential,529 Wildwood Way,San Francisco,CA,94112,1495000,3,3.0,San Francisco,1642,3036,1955,10,910,,Active,,,http://www.redfin.com/CA/San-Francisco/529-Wildwood-Way-94112/home/698005,San Francisco MLS,421540358,N,Y,37.7274328,-122.46059
MLS Listing,,Condo/Co-op,1750 Taylor St #1903,San Francisco,CA,94133,4995000,3,2.5,San Francisco,1830,,,10,2730,2816,Active,,,http://www.redfin.com/CA/San-Francisco/1750-Taylor-St-94133/unit-1903/home/12400393,San Francisco MLS,421540054,N,Y,37.7986997,-122.4137602
MLS Listing,,Condo/Co-op,370 De Haro St Unit B5,San Francisco,CA,94103,1088000,1,2.0,San Francisco,,23254,1999,10,,785,Active,,,http://www.redfin.com/CA/San-Francisco/370-De-Haro-St-94103/unit-B5/home/12396781,San Francisco MLS,421541512,N,Y,37.7652855,-122.4020113
MLS Listing,,Condo/Co-op,72 Townsend St #504,San Francisco,CA,94107,1495000,2,2.0,San Francisco,1260,29305,,10,1187,927,Active,,,http://www.redfin.com/CA/San-Francisco/72-Townsend-St-94107/unit-504/home/109278666,San Francisco MLS,421541800,N,Y,37.7812595,-122.3902125
MLS Listing,,Condo/Co-op,1 Hawthorne St Unit 24D,San Francisco,CA,94105,3300000,3,2.5,San Francisco,1956,12409,2010,10,1687,1837,Active,,,http://www.redfin.com/CA/San-Francisco/1-Hawthorne-St-94105/unit-24D/home/69371179,San Francisco MLS,421537673,N,Y,37.7857425,-122.3988969
MLS Listing,,Single Family Residential,420 Buchanan St,San Francisco,CA,94102,1995000,2,1.0,San Francisco,,1575,1895,10,,,Active,,,http://www.redfin.com/CA/San-Francisco/420-Buchanan-St-94102/home/1643135,San Francisco MLS,421541920,N,Y,37.7740565,-122.4272819
MLS Listing,,Single Family Residential,148 Huntington Dr,SAN FRANCISCO,CA,94132,1195000,3,1.0,SAN FRANCISCO,1215,3545,1953,10,984,,Active,,,http://www.redfin.com/CA/San-Francisco/148-Huntington-Dr-94132/home/1966969,MLSListings,ML81840590,N,Y,37.7322454,-122.495999
MLS Listing,,Vacant Land,611 Jones St,San Francisco,CA,94102,2199000,0,,San Francisco,,2186,,10,,,Active,,,http://www.redfin.com/CA/San-Francisco/611-Jones-St-94102/home/1852125,San Francisco MLS,421540975,N,Y,37.787086,-122.4134773
MLS Listing,,Single Family Residential,65 Meda Ave,San Francisco,CA,94112,1499000,4,3.0,San Francisco,1987,1663,1923,10,754,,Active,,,http://www.redfin.com/CA/San-Francisco/65-Meda-Ave-94112/home/1549493,San Francisco MLS,421541795,N,Y,37.723785,-122.4421898
MLS Listing,,Condo/Co-op,69 Clementina St #801,San Francisco,CA,94105,1049000,2,2.5,San Francisco,1192,3594,2006,10,880,600,Active,,,http://www.redfin.com/CA/San-Francisco/69-Clementina-St-94105/unit-801/home/11743618,San Francisco MLS,421540878,N,Y,37.7864296,-122.3964186
MLS Listing,,Condo/Co-op,69 Clementina St #803,San Francisco,CA,94105,849000,1,1.5,San Francisco,886,3594,2006,10,958,438,Active,,,http://www.redfin.com/CA/San-Francisco/69-Clementina-St-94105/unit-803/home/11743620,San Francisco MLS,421540794,N,Y,37.7864296,-122.3964186
MLS Listing,,Condo/Co-op,338 Main St Unit 12A,San Francisco,CA,94105,1899000,2,2.0,San Francisco,1379,75406,2016,10,1377,1248,Active,,,http://www.redfin.com/CA/San-Francisco/338-Main-St-94105/unit-12A/home/109464627,San Francisco MLS,421539779,N,Y,37.7886733,-122.3914178
MLS Listing,,Multi-Family (5+ Unit),994 Guerrero St,San Francisco,CA,94110,7750000,2,,San Francisco,10515,3633,1912,10,737,,Active,,,http://www.redfin.com/CA/San-Francisco/994-Guerrero-St-94110/home/1751134,San Francisco MLS,421541799,N,Y,37.7552792,-122.4235391
MLS Listing,,Condo/Co-op,420 Mission Bay Blvd #104,San Francisco,CA,94158,1838000,2,2.5,San Francisco,1635,122891,2012,10,1124,938,Active,,,http://www.redfin.com/CA/San-Francisco/420-Mission-Bay-Blvd-N-94158/unit-104/home/40477476,San Francisco MLS,421541836,N,Y,37.7715936,-122.3885893
MLS Listing,,Condo/Co-op,1218 Leavenworth St #1,San Francisco,CA,94109,865000,2,1.0,San Francisco,950,3667,1908,10,911,560,Active,,,http://www.redfin.com/CA/San-Francisco/1218-Leavenworth-St-94109/unit-1/home/11892960,San Francisco MLS,421541681,N,Y,37.7924823,-122.4157781
MLS Listing,,Condo/Co-op,1177 California #224,San Francisco,CA,94109,1895000,2,2.0,San Francisco,1653,,1978,10,1146,1802,Active,,,http://www.redfin.com/CA/San-Francisco/1177-California-St-94108/unit-224/home/2006975,San Francisco MLS,421540369,N,Y,37.7913209,-122.4137552
MLS Listing,,Condo/Co-op,1788 Clay St #208,San Francisco,CA,94109,999000,2,2.0,San Francisco,,25662,2014,10,,752,Active,,,http://www.redfin.com/CA/San-Francisco/1788-Clay-St-94109/unit-208/home/110051627,San Francisco MLS,421541740,N,Y,37.7924998,-122.4222297
MLS Listing,,Condo/Co-op,1944 Bush St,San Francisco,CA,94115,2299000,4,2.0,San Francisco,2130,,1900,10,1079,266,Active,,,http://www.redfin.com/CA/San-Francisco/1944-Bush-St-94115/home/569881,San Francisco MLS,421541386,N,Y,37.787837,-122.42931
MLS Listing,,Condo/Co-op,1070 Green St #801,San Francisco,CA,94133,2450000,2,2.0,San Francisco,1616,,1961,10,1516,2146,Active,,,http://www.redfin.com/CA/San-Francisco/1070-Green-St-94133/unit-801/home/1892827,San Francisco MLS,421541656,N,Y,37.7987899,-122.416799
MLS Listing,,Condo/Co-op,2177 3rd St #406,San Francisco,CA,94107,1360000,2,2.0,San Francisco,958,,2020,10,1420,918,Active,,,http://www.redfin.com/CA/San-Francisco/2177-3rd-St-94107/unit-406/home/175002376,San Francisco MLS,421540705,N,Y,37.7622702,-122.3882952
MLS Listing,,Condo/Co-op,2546 Folsom St,San Francisco,CA,94110,1495000,3,2.5,San Francisco,1980,3062,1900,10,755,,Active,,,http://www.redfin.com/CA/San-Francisco/2546-Folsom-St-94110/home/1255140,San Francisco MLS,421541670,N,Y,37.756507,-122.4148121
MLS Listing,,Condo/Co-op,3126 Scott St #1,San Francisco,CA,94123,1695000,2,2.0,San Francisco,1367,4092,1970,10,1240,818,Active,,,http://www.redfin.com/CA/San-Francisco/3126-Scott-St-94123/unit-1/home/2003101,San Francisco MLS,421537124,N,Y,37.798787,-122.4406416
MLS Listing,,Condo/Co-op,2177 3rd St #505,San Francisco,CA,94107,985000,1,1.0,San Francisco,719,,2020,10,1370,825,Active,,,http://www.redfin.com/CA/San-Francisco/2177-3rd-St-94107/unit-505/home/175002258,San Francisco MLS,421540711,N,Y,37.7622702,-122.3882952
MLS Listing,,Multi-Family (2-4 Unit),1114 - 1118 Valencia St,San Francisco,CA,94110,2500000,9,,San Francisco,5096,1854,1907,10,491,,Active,,,http://www.redfin.com/CA/San-Francisco/1114-Valencia-St-94110/home/160349084,San Francisco MLS,421541674,N,Y,37.75497,-122.4212058
MLS Listing,,Condo/Co-op,2250 24th St #329,San Francisco,CA,94107,898000,2,2.0,San Francisco,1030,80224,1989,10,872,628,Active,,,http://www.redfin.com/CA/San-Francisco/2250-24th-St-94107/unit-329/home/1388185,San Francisco MLS,421540567,N,Y,37.7533831,-122.4021236
